曲线名:水位3

统计数据
统计起始时刻:, 2015/10/26 15:41:40.171
统计结束时刻:, 2015/10/26 15:51:40.171
Left Value,124.750000
Right Value,115.472222
Max,108.388885
Min,136.388885
Average,120.737540
AverageS,0.407716
UCL,121.405855
LCL,120.078331
Cp,143.073382
Cpk,98.714169
Sk,911.665977
Ku,100870.046645

曲线数据
起始时刻:, 2015/10/26 15:41:40.171
结束时刻:, 2015/10/26 15:51:40.171
时间,数值,注释
 2015/10/26 15:41:39.500,124.750000,
 2015/10/26 15:41:40.250,124.250000,
 2015/10/26 15:41:41.750,124.138885,
 2015/10/26 15:41:42.500,123.611115,
 2015/10/26 15:41:43.250,123.166664,
 2015/10/26 15:41:44.750,123.055557,
 2015/10/26 15:41:45.500,122.750000,
 2015/10/26 15:41:46.250,122.166664,
 2015/10/26 15:41:47.750,122.083336,
 2015/10/26 15:41:48.500,121.833336,
 2015/10/26 15:41:49.250,121.111115,
 2015/10/26 15:41:50.750,121.083336,
 2015/10/26 15:41:51.500,120.388885,
 2015/10/26 15:41:52.250,120.777779,
 2015/10/26 15:41:53.750,121.027779,
 2015/10/26 15:41:54.500,121.388885,
 2015/10/26 15:41:55.250,121.694443,
 2015/10/26 15:41:56.750,121.555557,
 2015/10/26 15:41:57.500,122.388885,
 2015/10/26 15:41:58.250,122.750000,
 2015/10/26 15:41:59.750,122.305557,
 2015/10/26 15:42:00.500,122.777779,
 2015/10/26 15:42:01.250,123.305557,
 2015/10/26 15:42:02.750,123.277779,
 2015/10/26 15:42:03.500,123.638885,
 2015/10/26 15:42:04.250,124.444443,
 2015/10/26 15:42:05.750,123.972221,
 2015/10/26 15:42:06.500,124.472221,
 2015/10/26 15:42:07.250,124.972221,
 2015/10/26 15:42:08.750,124.888885,
 2015/10/26 15:42:09.500,125.111115,
 2015/10/26 15:42:10.250,125.916664,
 2015/10/26 15:42:11.750,125.416664,
 2015/10/26 15:42:12.500,126.000000,
 2015/10/26 15:42:13.250,126.722221,
 2015/10/26 15:42:14.750,127.027779,
 2015/10/26 15:42:15.500,126.527779,
 2015/10/26 15:42:16.250,127.583336,
 2015/10/26 15:42:17.000,127.777779,
 2015/10/26 15:42:18.500,127.555557,
 2015/10/26 15:42:19.250,128.166672,
 2015/10/26 15:42:20.750,128.638885,
 2015/10/26 15:42:21.500,128.555557,
 2015/10/26 15:42:23.750,129.194443,
 2015/10/26 15:42:24.500,129.333328,
 2015/10/26 15:42:25.250,129.305557,
 2015/10/26 15:42:26.750,130.055557,
 2015/10/26 15:42:27.500,129.833328,
 2015/10/26 15:42:28.250,129.916672,
 2015/10/26 15:42:29.750,130.527771,
 2015/10/26 15:42:30.500,130.666672,
 2015/10/26 15:42:31.250,130.472229,
 2015/10/26 15:42:32.750,130.666672,
 2015/10/26 15:42:33.500,131.472229,
 2015/10/26 15:42:34.250,131.333328,
 2015/10/26 15:42:35.750,131.944443,
 2015/10/26 15:42:36.500,132.166672,
 2015/10/26 15:42:37.250,131.833328,
 2015/10/26 15:42:38.750,132.138885,
 2015/10/26 15:42:39.500,132.861115,
 2015/10/26 15:42:40.250,133.833328,
 2015/10/26 15:42:41.750,133.527771,
 2015/10/26 15:42:42.500,133.638885,
 2015/10/26 15:42:43.250,133.750000,
 2015/10/26 15:42:44.750,133.416672,
 2015/10/26 15:42:45.500,134.166672,
 2015/10/26 15:42:46.250,134.666672,
 2015/10/26 15:42:47.750,134.555557,
 2015/10/26 15:42:48.500,134.722229,
 2015/10/26 15:42:49.250,135.138885,
 2015/10/26 15:42:51.500,135.000000,
 2015/10/26 15:42:52.250,135.694443,
 2015/10/26 15:42:53.750,136.388885,
 2015/10/26 15:42:54.500,135.305557,
 2015/10/26 15:42:55.250,134.861115,
 2015/10/26 15:42:56.000,134.666672,
 2015/10/26 15:42:57.500,134.000000,
 2015/10/26 15:42:59.750,133.222229,
 2015/10/26 15:43:00.500,132.361115,
 2015/10/26 15:43:01.250,131.777771,
 2015/10/26 15:43:02.750,131.805557,
 2015/10/26 15:43:03.500,131.166672,
 2015/10/26 15:43:04.250,130.583328,
 2015/10/26 15:43:05.750,130.555557,
 2015/10/26 15:43:06.500,130.194443,
 2015/10/26 15:43:07.250,129.388885,
 2015/10/26 15:43:08.750,129.472229,
 2015/10/26 15:43:09.500,128.694443,
 2015/10/26 15:43:10.250,128.250000,
 2015/10/26 15:43:11.750,128.027771,
 2015/10/26 15:43:12.500,127.666664,
 2015/10/26 15:43:13.250,126.972221,
 2015/10/26 15:43:14.750,126.750000,
 2015/10/26 15:43:15.500,126.305557,
 2015/10/26 15:43:16.250,125.666664,
 2015/10/26 15:43:17.750,125.527779,
 2015/10/26 15:43:18.500,125.222221,
 2015/10/26 15:43:19.250,124.583336,
 2015/10/26 15:43:20.750,123.916664,
 2015/10/26 15:43:21.500,124.250000,
 2015/10/26 15:43:22.250,123.472221,
 2015/10/26 15:43:23.750,122.694443,
 2015/10/26 15:43:24.500,122.916664,
 2015/10/26 15:43:25.250,122.305557,
 2015/10/26 15:43:26.750,122.250000,
 2015/10/26 15:43:27.500,122.194443,
 2015/10/26 15:43:28.250,123.055557,
 2015/10/26 15:43:29.750,122.972221,
 2015/10/26 15:43:30.500,123.472221,
 2015/10/26 15:43:31.250,124.277779,
 2015/10/26 15:43:32.750,123.944443,
 2015/10/26 15:43:33.500,124.527779,
 2015/10/26 15:43:34.250,125.138885,
 2015/10/26 15:43:35.000,124.666664,
 2015/10/26 15:43:36.500,125.027779,
 2015/10/26 15:43:37.250,125.861115,
 2015/10/26 15:43:38.750,126.305557,
 2015/10/26 15:43:39.500,125.722221,
 2015/10/26 15:43:40.250,127.000000,
 2015/10/26 15:43:41.750,126.833336,
 2015/10/26 15:43:42.500,125.972221,
 2015/10/26 15:43:43.250,125.833336,
 2015/10/26 15:43:44.750,125.250000,
 2015/10/26 15:43:45.500,124.611115,
 2015/10/26 15:43:46.250,123.805557,
 2015/10/26 15:43:47.750,124.277779,
 2015/10/26 15:43:48.500,123.583336,
 2015/10/26 15:43:49.250,122.722221,
 2015/10/26 15:43:50.750,122.777779,
 2015/10/26 15:43:51.500,122.277779,
 2015/10/26 15:43:52.250,122.083336,
 2015/10/26 15:43:53.750,121.861115,
 2015/10/26 15:43:54.500,121.083336,
 2015/10/26 15:43:55.250,120.222221,
 2015/10/26 15:43:56.750,119.861115,
 2015/10/26 15:43:57.500,120.861115,
 2015/10/26 15:43:58.250,120.305557,
 2015/10/26 15:43:59.750,120.805557,
 2015/10/26 15:44:00.500,121.555557,
